Serial No.;Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Auftrag;MRP Contr.;Arbeitsplatz;Gewicht/1 ST [KG];Bedarfsmenge SD;Auftrag menge [TO];Gedrückt;Gedrückt [TO];Rest Presse;Rest Presse [TO];Oven/Furnace;Temprature;Prelim. Stage;MatVent.;Modellnummer;;;Quality;Quality-Version;YSOR vers.
97;0;;0;;;8100054344;8C OT60-H \ 8C OT60;1,1E+11;HF;HAND;50,2;5;0,251;0;0;5;0,251;HOS;1450.00;;0.00;;STANDARD, HANDFORM;OT60-H-9.41003.003-S;900499;H001;'@5F@
98;0;;0;;;8100054344;8C OT60-H \ 8C OT60;1,1E+11;HF;HAND;50,2;5;0,251;5;0,251;0;0;HOS;1450.00;;0.00;;STANDARD, HANDFORM;OT60-H-9.41003.003-S;900499;H001;'@5F@
99;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100052156;026 OM60HA-N \ 026 OT60;1,1E+11;PR;P-SA-L3;13,847;575;8,447;0;0;610;8,447;TOS;1500.00;;1.00;M.-12634;NOPPENSTEINE, -AUTOMAT-,HYDRO;OM60HA-N-9.41901.004-S;900723;H001;'@9V@
100;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100052156;026 OM60HA-N \ 026 OT60;1,1E+11;PR;P-SA-L3;13,847;575;8,447;655;9,07;-45;-0,623;TOS;1500.00;;1.00;M.-12634;NOPPENSTEINE, -AUTOMAT-,HYDRO;OM60HA-N-9.41901.004-S;900723;H001;'@9V@
101;20;520001095;0;Hydro Aluminium A.S.;23.12.2014;8100052804;170R1 HR50-K \ o.G.;1,1E+11;PR;P-SA-L6;20,412;19.800,00;69,829;0;0;3.421,00;69,829;TOS;1460.00;;1.00;M.-13397C;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
102;20;520001095;0;Hydro Aluminium A.S.;23.12.2014;8100052804;170R1 HR50-K \ o.G.;1,1E+11;PR;P-SA-L6;20,412;19.800,00;69,829;4.797,00;97,916;-1.376;-28,087;TOS;1460.00;;1.00;M.-13397C;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
103;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054293;7P-203 HR50 \ 7P-203 HR50;1,1E+11;PR;P-SA-L3;19,634;29;0,609;0;0;31;0,609;TOS;1460.00;;1.00;M.-14301;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
104;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054293;7P-203 HR50 \ 7P-203 HR50;1,1E+11;PR;P-SA-L3;19,634;29;0,609;60;1,178;-29;-0,569;TOS;1460.00;;1.00;M.-14301;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
105;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054294;7P-205 HR50 \ 7P-205 HR50;1,1E+11;PR;P-SA-L3;18,857;433;8,655;0;0;459;8,655;TOS;1460.00;;0.00;M.-14300;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
106;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054294;7P-205 HR50 \ 7P-205 HR50;1,1E+11;PR;P-SA-L3;18,857;433;8,655;477;8,995;-18;-0,339;TOS;1460.00;;0.00;M.-14300;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
107;0;520001425;0;Hydro Aluminium A.S.;23.10.2015;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;576;7,617;0;0;611;7,617;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
108;0;520001425;0;Hydro Aluminium A.S.;23.10.2015;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;576;7,617;636;7,928;-25;-0,312;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
109;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;216;2,855;0;0;229;2,855;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
110;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054295;7P-208 HR50 \ 7P-208 HR50;1,1E+11;PR;P-SA-L3;12,466;216;2,855;320;3,989;-91;-1,134;TOS;1460.00;;1.00;M.-14335;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
111;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054585;AK302 HR50-K \ AK302 HR50;1,1E+11;PR;P-SA-L3;20,169;40;0,867;0;0;43;0,867;TOS;1460.00;;1.00;M.-15127;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
112;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100054585;AK302 HR50-K \ AK302 HR50;1,1E+11;PR;P-SA-L3;20,169;40;0,867;54;1,089;-11;-0,222;TOS;1460.00;;1.00;M.-15127;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
113;0;520001425;0;Hydro Aluminium A.S.;23.10.2015;8100054587;AK306 HR50 \ AK306 HR50;1,1E+11;PR;P-SA-L3;15,309;312;5,067;0;0;331;5,067;TOS;1460.00;;0.00;M.-15128;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
114;0;520001425;0;Hydro Aluminium A.S.;23.10.2015;8100054587;AK306 HR50 \ AK306 HR50;1,1E+11;PR;P-SA-L3;15,309;312;5,067;350;5,358;-19;-0,291;TOS;1460.00;;0.00;M.-15128;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
115;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100059589;172-TOPP HR50-K \ 172-TOPP HR50;1,1E+11;PR;P-SA-L4;15,501;198;3,255;0;0;210;3,255;TOS;1460.00;;1.00;M.-14284;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
116;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100059589;172-TOPP HR50-K \ 172-TOPP HR50;1,1E+11;PR;P-SA-L4;15,501;198;3,255;264;4,092;-54;-0,837;TOS;1460.00;;1.00;M.-14284;AUSWEICHVERSATZ,KASSETTEN;HR50-K-9.39861.000-A;900696;H001;'@9V@
117;0;520001664;0;Rio Tinto Alcan Inc;08.10.2015;8100065863;91623 LR50 \ 91623 LR50;1,1E+11;PR;P-SA-V4;13,391;50;0,71;0;0;53;0,71;TOS;0.00;;0.00;;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
118;0;520001664;0;Rio Tinto Alcan Inc;08.10.2015;8100065863;91623 LR50 \ 91623 LR50;1,1E+11;PR;P-SA-V4;13,391;50;0,71;60;0,803;-7;-0,094;TOS;0.00;;0.00;;STANDARD, VOLLSTEIN;LR50-9.39701.002-S;900552;H001;'@9V@
119;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100066512;005A OM60HA-N \ 005A OT60;1,1E+11;PR;P-SA-L3;13,668;70;1,025;0;0;75;1,025;TOS;1500.00;;1.00;M.-12634B;NOPPENSTEINE, -AUTOMAT-,HYDRO;OM60HA-N-9.41901.004-S;900723;H001;'@9V@
120;0;520001783;0;Hydro Aluminium A.S.;02.10.2015;8100066512;005A OM60HA-N \ 005A OT60;1,1E+11;PR;P-SA-L3;13,668;70;1,025;86;1,175;-11;-0,15;TOS;1500.00;;1.00;M.-12634B;NOPPENSTEINE, -AUTOMAT-,HYDRO;OM60HA-N-9.41901.004-S;900723;H001;'@9V@
121;0;520001252;0;Henry F. Teichmann Inc.;29.10.2015;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;100;0,372;0;0;106;0,372;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
122;0;520001252;0;Henry F. Teichmann Inc.;29.10.2015;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;100;0,372;109;0,382;-3;-0,011;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
123;0;520001840;0;CPD-Kunde sonst. Ausland;10.11.2015;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;126;0,47;0;0;134;0,47;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
124;0;520001840;0;CPD-Kunde sonst. Ausland;10.11.2015;8100052843;1-76 Q98X \ 1-76 Q98X;1,1E+11;PR;P-SI-V8;3,508;126;0,47;144;0,505;-10;-0,035;HTO;900.00;;1.00;M.-6565;STANDARD, QUARZGUT;Q98X-9.07700.605-S;900638;H001;'@9V@
125;90;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.220,00;5,71;0;0;1.294,00;5,71;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
126;90;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.220,00;5,71;0;0;1.294,00;5,71;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
127;100;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.220,00;5,71;0;0;1.294,00;5,71;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
128;100;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.220,00;5,71;0;0;1.294,00;5,71;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
129;110;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;800;3,742;0;0;848;3,742;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
130;110;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;800;3,742;0;0;848;3,742;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
131;120;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;800;3,742;0;0;848;3,742;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
132;120;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;800;3,742;0;0;848;3,742;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
133;130;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;830;3,883;0;0;880;3,883;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
134;130;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;830;3,883;0;0;880;3,883;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
135;140;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;830;3,883;0;0;880;3,883;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
136;140;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;830;3,883;0;0;880;3,883;TOS;1460.00;;4.00;M.-15843;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
137;150;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.180,00;5,521;0;0;1.251,00;5,521;TOS;1460.00;;4.00;M.-15843;AUSWEICHVERSATZ,FORMMAß FORMATABHÄNGIG;IK46VP-9.39901.039-A;900549;H003;'@9V@
138;150;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055305;K1-178X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;4,413;1.180,00;5,521;0;0;1.251,00;5,521;TOS;1460.00;;4.00;M.-15843;AUSWEICHVERSATZ,FORMMAß FORMATABHÄNGIG;IK46VP-9.39901.039-A;900549;H003;'@9V@
139;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;240;2,266;0;0;255;2,266;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
140;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;240;2,266;723;6,424;-468;-4,158;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
141;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;240;2,266;0;0;255;2,266;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
142;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;240;2,266;255;2,266;0;0;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
143;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;120;1,137;0;0;128;1,137;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
144;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;120;1,137;128;1,137;0;0;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
145;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;120;1,137;0;0;128;1,137;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
146;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;120;1,137;128;1,137;0;0;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
147;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;90;0,853;0;0;96;0,853;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
148;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;90;0,853;96;0,853;0;0;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
149;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;90;0,853;0;0;96;0,853;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
150;0;520001197;0;TOMAGO ALUMINIUM COMPANY PTY LIMITE;31.08.2016;8100055322;K3-358X110 IK46VP \ o.G.;1,1E+11;PR;P-SA-L4;8,885;90;0,853;96;0,853;0;0;TOS;1460.00;;2.00;M.-15845;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
151;0;;0;;;8100054708;C270-84 IK46VP \ C270-84 IK46VP;1,1E+11;PR;P-SA-L1;11,755;128;1,505;0;0;128;1,505;TOS;1460.00;;1.00;M.-14879C;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
152;0;;0;;;8100054708;C270-84 IK46VP \ C270-84 IK46VP;1,1E+11;PR;P-SA-L1;11,755;128;1,505;307;3,609;-179;-2,104;TOS;1460.00;;1.00;M.-14879C;STANDARD,FORMMAß FORMATABHÄNGIG.;IK46VP-9.39901.002-S;900549;H001;'@9V@
153;0;;0;;;8100066220;94213 IK45E-H \ 94213 A40;1,1E+11;HF;HAND;74,745;3;0,224;0;0;3;0,224;HOS;1420.00;;0.00;;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
154;0;;0;;;8100066220;94213 IK45E-H \ 94213 A40;1,1E+11;HF;HAND;74,745;3;0,224;3;0,224;0;0;HOS;1420.00;;0.00;;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
155;0;;0;;;8100053640;375X250X64 OFL116 \ P4 OFL116;1,1E+11;PR;P-SI-V8;6,9;424;2,926;0;0;424;2,926;HWO;1435.00;;1.00;M.-973;FORMMAß SETZHÖHE >124MM:+0,5%;OFL116-9.42011.002-S;900514;H001;'@5F@
156;0;;0;;;8100053640;375X250X64 OFL116 \ P4 OFL116;1,1E+11;PR;P-SI-V8;6,9;424;2,926;545;3,761;-121;-0,835;HWO;1435.00;;1.00;M.-973;FORMMAß SETZHÖHE >124MM:+0,5%;OFL116-9.42011.002-S;900514;H001;'@5F@
157;0;;0;;;8100061418;2D OFL168 \ 2D OFL158;1,1E+11;PR;P-SI-V13;6,12;265;1,622;0;0;265;1,622;MTO;1720.00;;0.00;;STANDARD, AUCH FÜR OFL 158;OFL168-9.66911.001-S;900516;H001;'@5F@
158;0;;0;;;8100061418;2D OFL168 \ 2D OFL158;1,1E+11;PR;P-SI-V13;6,12;265;1,622;270;1,652;-5;-0,031;MTO;1720.00;;0.00;;STANDARD, AUCH FÜR OFL 158;OFL168-9.66911.001-S;900516;H001;'@5F@
159;0;;0;;;8100066203;94200 IK45E-H \ 94200 A40;1,1E+11;HF;HAND;72,45;8;0,58;0;0;8;0,58;HOS;1420.00;;0.00;;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
160;0;;0;;;8100066203;94200 IK45E-H \ 94200 A40;1,1E+11;HF;HAND;72,45;8;0,58;8;0,58;0;0;HOS;1420.00;;0.00;;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
161;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066684;719/D4 IK45E-H \ 719/D4 KA40-1;1,1E+11;HF;HAND;8,64;3;0,035;0;0;4;0,035;HOS;1420.00;;1.00;P30501;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
162;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066684;719/D4 IK45E-H \ 719/D4 KA40-1;1,1E+11;HF;HAND;8,64;3;0,035;4;0,035;0;0;HOS;1420.00;;1.00;P30501;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
163;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066686;;1,1E+11;HF;HAND;8,762;7;0,07;0;0;8;0,07;HOS;1420.00;;1.00;P30501A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
164;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066686;;1,1E+11;HF;HAND;8,762;7;0,07;8;0,07;0;0;HOS;1420.00;;1.00;P30501A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
165;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066688;719/R97 IK45E-H \ 719/R97 KA40-1;1,1E+11;HF;HAND;18,959;5;0,114;0;0;6;0,114;HOS;1420.00;;1.00;P30502;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
166;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066688;719/R97 IK45E-H \ 719/R97 KA40-1;1,1E+11;HF;HAND;18,959;5;0,114;6;0,114;0;0;HOS;1420.00;;1.00;P30502;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
167;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066700;;1,1E+11;HF;HAND;17,213;3;0,069;0;0;4;0,069;HOS;1420.00;;1.00;P30503;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
168;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066700;;1,1E+11;HF;HAND;17,213;3;0,069;4;0,069;0;0;HOS;1420.00;;1.00;P30503;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
169;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066701;719/R79 IK45E-H \ 719/R79 KA40-1;1,1E+11;HF;HAND;23,4;3;0,094;0;0;4;0,094;HOS;1420.00;;1.00;P30504;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
170;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066701;719/R79 IK45E-H \ 719/R79 KA40-1;1,1E+11;HF;HAND;23,4;3;0,094;4;0,094;0;0;HOS;1420.00;;1.00;P30504;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
171;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066702;719/R76 IK45E-H \ 719/R76 KA40-1;1,1E+11;HF;HAND;19,87;11;0,238;0;0;12;0,238;HOS;1420.00;;1.00;P30505;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
172;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066702;719/R76 IK45E-H \ 719/R76 KA40-1;1,1E+11;HF;HAND;19,87;11;0,238;12;0,238;0;0;HOS;1420.00;;1.00;P30505;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
173;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066744;;1,1E+11;HF;HAND;8,467;3;0,034;0;0;4;0,034;HOS;1420.00;;1.00;P30509;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
174;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066744;;1,1E+11;HF;HAND;8,467;3;0,034;4;0,034;0;0;HOS;1420.00;;1.00;P30509;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
175;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066745;719/R91 IK45E-H \ 719/R91 KA40-1;1,1E+11;HF;HAND;8,057;3;0,032;0;0;4;0,032;HOS;1420.00;;1.00;P30509A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
176;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066745;719/R91 IK45E-H \ 719/R91 KA40-1;1,1E+11;HF;HAND;8,057;3;0,032;4;0,032;0;0;HOS;1420.00;;1.00;P30509A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
177;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066746;719/R96 IK45E-H \ 719/R96 KA40-1;1,1E+11;HF;HAND;19,202;3;0,077;0;0;4;0,077;HOS;1420.00;;1.00;P30511;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
178;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066746;719/R96 IK45E-H \ 719/R96 KA40-1;1,1E+11;HF;HAND;19,202;3;0,077;4;0,077;0;0;HOS;1420.00;;1.00;P30511;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
179;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066747;719/R98 IK45E-H \ 719/R98 KA40-1;1,1E+11;HF;HAND;21,436;5;0,129;0;0;6;0,129;HOS;1420.00;;1.00;P30512B;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
180;0;520001843;0;ArcelorMittal Belgium NV;30.10.2015;8100066747;719/R98 IK45E-H \ 719/R98 KA40-1;1,1E+11;HF;HAND;21,436;5;0,129;6;0,129;0;0;HOS;1420.00;;1.00;P30512B;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
